elevator_id,location,city,license_number,license_status,license_expiry_date
11502,"23 Lascelles Blvd, Toronto",Toronto,EDLIC-011502,ACTIVE,15-Jun-17
11503,"2932 Yonge St, Toronto",Toronto,EDLIC-011503,ACTIVE,15-Jul-17
11504,"2928 Yonge St, Toronto",Toronto,EDLIC-011504,ACTIVE,15-Jul-17
11505,"1 Cheritan Ave, Toronto",Toronto,EDLIC-011505,ACTIVE,15-Jul-17
11506,"5 Elm Av, Toronto",Toronto,EDLIC-011506,ACTIVE,15-Jun-17
11507,"11 Elm Av, Toronto",Toronto,EDLIC-011507,ACTIVE,15-Jun-17
11508,"291 Avenue Rd, Toronto",Toronto,EDLIC-011508,ACTIVE,15-Jun-17
11509,"291 Avenue Rd, Toronto",Toronto,EDLIC-011509,ACTIVE,15-Jun-17
11510,"14 Chatsworth Dr, Toronto",Toronto,159690,ACTIVE,05-Apr-17
11511,"3000 Yonge St, Toronto",Toronto,EDLIC-011511,ACTIVE,15-Jul-17
11512,"3000 Yonge St, Toronto",Toronto,EDLIC-011512,ACTIVE,15-Jul-17
11513,"3000 Yonge St, Toronto",Toronto,EDLIC-011513,ACTIVE,15-Jul-17
11514,"3000 Yonge St, Toronto",Toronto,EDLIC-011514,ACTIVE,15-Jul-17
11517,"21 Lascelles Blvd, Toronto",Toronto,EDLIC-011517,ACTIVE,15-Jun-17
11518,"21 Lascelles Blvd, Toronto",Toronto,EDLIC-011518,ACTIVE,15-Jun-17
11520,"31 Rosedale Rd, Toronto",Toronto,EDLIC-011520,ACTIVE,15-Jan-17
11522,"60 Tyndall Av, Toronto",Toronto,212054,ACTIVE,15-Dec-16
11523,"60 Tyndall Av, Toronto",Toronto,212053,ACTIVE,15-Dec-16
11527,"80 St Clair Ave W, Toronto",Toronto,EDLIC-011527,ACTIVE,15-Sep-17
11528,"80 St Clair Ave W, Toronto",Toronto,EDLIC-011528,ACTIVE,15-Sep-17
11529,"27 Carlton St, Toronto",Toronto,244961,ACTIVE,06-Apr-17
11537,"310 Spadina Ave, Toronto",Toronto,251325,ACTIVE,21-Jul-17
11547,"99 Dowling Ave, Toronto",Toronto,206390,ACTIVE,03-Mar-17
11548,"99 Dowling Ave, Toronto",Toronto,206391,ACTIVE,05-Mar-17
11549,"161 Saint George St, Toronto",Toronto,EDLIC-011549,ACTIVE,15-Jan-17
11550,"5 Dumaurier Blvd, Toronto",Toronto,EDLIC-011550,ACTIVE,15-Aug-17
11551,"3 Dumaurier Blvd, Toronto",Toronto,EDLIC-011551,ACTIVE,15-Aug-17
11552,"2 Dumaurier Blvd, Toronto",Toronto,EDLIC-011552,ACTIVE,15-Aug-17
11553,"240 Richmond St W, Toronto",Toronto,256276,ACTIVE,08-Nov-17
11558,"50 St Clair Ave W, Toronto",Toronto,EDLIC-011558,ACTIVE,01-Feb-17
11559,"48 St Clair Ave W, Toronto",Toronto,EDLIC-011559,ACTIVE,15-Jul-17
11560,"533 College St, Toronto",Toronto,EDLIC-011560,ACTIVE,09-Oct-17
11561,"245 Carlaw Ave, Toronto",Toronto,EDLIC-011561,ACTIVE,15-Apr-17
11577,"322 King St W, Toronto",Toronto,EDLIC-011577,ACTIVE,30-May-17
11580,"59 Edgewood Av, Toronto",Toronto,EDLIC-011580,ACTIVE,15-Sep-17
11581,"990 Avenue Rd, Toronto",Toronto,205883,ACTIVE,19-Feb-17
11582,"77 Erskine Ave, Toronto",Toronto,191110,ACTIVE,25-Mar-17
11583,"710 Spadina Ave, Toronto",Toronto,EDLIC-011583,ACTIVE,15-Feb-17
11584,"1636 Gerrard St E, Toronto",Toronto,EDLIC-011584,ACTIVE,15-May-17
11586,"559 College St, Toronto",Toronto,EDLIC-011586,ACTIVE,15-Jul-17
11588,"44 King St W, Toronto",Toronto,208564,ACTIVE,09-Apr-17
11589,"44 King St W, Toronto",Toronto,208563,ACTIVE,09-Apr-17
11597,"41-45 Spadina Rd, Toronto",Toronto,EDLIC-011597,ACTIVE,15-Aug-17
11598,"41-45 Spadina Rd, Toronto",Toronto,EDLIC-011598,ACTIVE,15-Aug-17
11599,"424 Yonge St, Toronto",Toronto,EDLIC-011599,ACTIVE,15-May-17
11600,"424 Yonge St, Toronto",Toronto,EDLIC-011600,ACTIVE,15-May-17
11601,"424 Yonge St, Toronto",Toronto,EDLIC-011601,ACTIVE,15-May-17
11602,"424 Yonge St, Toronto",Toronto,EDLIC-011602,ACTIVE,15-May-17
11604,"424 Yonge St, Toronto",Toronto,EDLIC-011604,ACTIVE,15-May-17
11605,"424 Yonge St, Toronto",Toronto,EDLIC-011605,ACTIVE,15-May-17
11606,"424 Yonge St, Toronto",Toronto,EDLIC-011606,ACTIVE,15-May-17
11620,"44 King St W, Toronto",Toronto,208567,ACTIVE,09-Apr-17
11621,"44 King St W, Toronto",Toronto,208565,ACTIVE,09-Apr-17
11622,"44 King St W, Toronto",Toronto,208566,ACTIVE,09-Apr-17
11623,"44 King St W, Toronto",Toronto,208569,ACTIVE,09-Apr-17
11624,"44 King St W, Toronto",Toronto,208570,ACTIVE,09-Apr-17
11625,"44 King St W, Toronto",Toronto,208562,ACTIVE,09-Apr-17
11626,"44 King St W, Toronto",Toronto,208568,ACTIVE,09-Apr-17
11628,"44 King St W, Toronto",Toronto,208573,ACTIVE,09-Apr-17
11630,"44 King St W, Toronto",Toronto,208576,ACTIVE,09-Apr-17
11631,"80 Charles St E, Toronto",Toronto,EDLIC-011631,ACTIVE,15-Dec-16
11633,"477 Sherbourne St, Toronto",Toronto,EDLIC-011633,ACTIVE,15-Feb-17
11634,"195 Wellesley St E, Toronto",Toronto,EDLIC-011634,ACTIVE,15-Feb-17
11635,"197 Wellesley St E, Toronto",Toronto,EDLIC-011635,ACTIVE,19-Jun-17
11636,"109 Erskine Av, Toronto",Toronto,EDLIC-011636,ACTIVE,15-Sep-17
11637,"880 Bay St, Toronto",Toronto,170160,ACTIVE,28-Nov-17
11638,"880 Bay St, Toronto",Toronto,170162,ACTIVE,28-Nov-17
11645,"85 Lowther Av, Toronto",Toronto,EDLIC-011645,ACTIVE,15-Jul-17
11646,"606 Avenue Rd, Toronto",Toronto,EDLIC-011646,ACTIVE,15-Oct-17
11648,"49 Dundonald St, Toronto",Toronto,168025,ACTIVE,06-Oct-17
11649,"82 Warren Rd, Toronto",Toronto,270614,ACTIVE,03-Aug-17
11651,"500 University Ave, Toronto",Toronto,EDLIC-011651,ACTIVE,15-Jul-17
11652,"500 University Ave, Toronto",Toronto,EDLIC-011652,ACTIVE,15-Jul-17
11653,"500 University Ave, Toronto",Toronto,EDLIC-011653,ACTIVE,15-Jul-17
11654,"276 St Clair Ave W, Toronto",Toronto,EDLIC-011654,ACTIVE,15-Jul-17
11656,"561 Avenue Road, Toronto",Toronto,161973,ACTIVE,15-Jul-17
11657,"561 Avenue Road, Toronto",Toronto,161972,ACTIVE,15-Jul-17
11658,"66 Roxborough St E, Toronto",Toronto,EDLIC-011658,ACTIVE,15-May-17
11660,"55 Yonge St, Toronto",Toronto,EDLIC-011660,ACTIVE,15-Oct-17
11661,"55 Yonge St, Toronto",Toronto,EDLIC-011661,ACTIVE,15-Oct-17
11662,"55 Yonge St, Toronto",Toronto,EDLIC-011662,ACTIVE,15-Oct-17
11663,"55 Yonge St, Toronto",Toronto,EDLIC-011663,ACTIVE,15-Oct-17
11664,"51 Yonge St, Toronto",Toronto,EDLIC-011664,ACTIVE,15-Feb-17
11665,"567 Avenue Rd, Toronto",Toronto,EDLIC-011665,ACTIVE,15-Oct-17
11666,"105 Isabella St, Toronto",Toronto,EDLIC-011666,ACTIVE,08-Aug-17
11667,"105 Isabella St, Toronto",Toronto,EDLIC-011667,ACTIVE,07-Nov-17
11668,"105 Isabella St, Toronto",Toronto,EDLIC-011668,ACTIVE,30-Jan-17
11669,"550 Jarvis St, Toronto",Toronto,EDLIC-011669,ACTIVE,15-May-17
11670,"550 Jarvis St, Toronto",Toronto,EDLIC-011670,ACTIVE,15-May-17
11671,"550 Jarvis St, Toronto",Toronto,EDLIC-011671,ACTIVE,15-May-17
11672,"55 Broadway Ave, Toronto",Toronto,252630,ACTIVE,18-Aug-17
11673,"65 Broadway Ave, Toronto",Toronto,252631,ACTIVE,18-Aug-17
11674,"55 Charles St E, Toronto",Toronto,193884,ACTIVE,22-May-17
11675,"55 Charles St E, Toronto",Toronto,193885,ACTIVE,22-May-17
11676,"101 Lawton Blvd, Toronto",Toronto,EDLIC-011676,ACTIVE,15-Dec-16
11677,"101 Lawton Blvd, Toronto",Toronto,EDLIC-011677,ACTIVE,15-Dec-16
11678,"130 Rosedale Valley Rd, Toronto",Toronto,EDLIC-011678,ACTIVE,15-May-17
11679,"130 Rosedale Valley Rd, Toronto",Toronto,EDLIC-011679,ACTIVE,15-May-17
11684,"40 Glen Rd, Toronto",Toronto,EDLIC-011684,ACTIVE,15-May-17
11685,"110 Broadway Ave, Toronto",Toronto,EDLIC-011685,ACTIVE,15-Jan-17
11686,"40 Walmer Rd, Toronto",Toronto,EDLIC-011686,ACTIVE,15-Sep-17
11690,"501 Kingston Rd, Toronto",Toronto,EDLIC-011690,ACTIVE,15-Mar-17
11691,"501 Kingston Rd, Toronto",Toronto,EDLIC-011691,ACTIVE,15-Mar-17
11692,"485 Kingston Rd, Toronto",Toronto,EDLIC-011692,ACTIVE,15-Mar-17
11693,"485 Kingston Rd, Toronto",Toronto,EDLIC-011693,ACTIVE,15-Mar-17
11694,"484 Avenue Rd, Toronto",Toronto,EDLIC-011694,ACTIVE,15-Oct-17
11695,"484 Avenue Rd, Toronto",Toronto,EDLIC-011695,ACTIVE,15-Oct-17
11696,"460 Eglinton Av E, Toronto",Toronto,EDLIC-011696,ACTIVE,15-Oct-17
11697,"461 King St W, Toronto",Toronto,178236,ACTIVE,03-Jun-17
11698,"433 Jarvis St, Toronto",Toronto,EDLIC-011698,ACTIVE,15-Apr-17
11699,"433 Jarvis St, Toronto",Toronto,EDLIC-011699,ACTIVE,15-Apr-17
11700,"412 Eglinton Av E, Toronto",Toronto,EDLIC-011700,ACTIVE,15-Jan-17
11701,"100 Oriole Pkwy, Toronto",Toronto,EDLIC-011701,ACTIVE,05-Jul-17
11702,"110 Oriole Pkwy, Toronto",Toronto,261603,ACTIVE,23-Feb-17
11703,"30 Walmer Rd, Toronto",Toronto,EDLIC-011703,ACTIVE,15-Jun-17
11704,"300 Jarvis St, Toronto",Toronto,EDLIC-011704,ACTIVE,15-Apr-17
11705,"300 Jarvis St, Toronto",Toronto,EDLIC-011705,ACTIVE,06-May-17
11706,"440 Eglinton Av E, Toronto",Toronto,EDLIC-011706,ACTIVE,15-Sep-17
11707,"440 Eglinton Av E, Toronto",Toronto,EDLIC-011707,ACTIVE,15-Sep-17
11709,"63 Polson St, Toronto",Toronto,EDLIC-011709,ACTIVE,25-Feb-17
11710,"263 Adelaide St W, Toronto",Toronto,189646,ACTIVE,21-Feb-17
11712,"321 Sherbourne St, Toronto",Toronto,201067,ACTIVE,22-Oct-17
11713,"321 Sherbourne St, Toronto",Toronto,201068,ACTIVE,22-Oct-17
11714,"296 Richmond St W, Toronto",Toronto,EDLIC-011714,ACTIVE,15-Dec-16
11717,"225 Richmond St W, Toronto",Toronto,EDLIC-011717,ACTIVE,15-Dec-16
1172,"Sir Adam Beck Gen Station, Niagara Falls",Niagara Falls,EDLIC-001172,ACTIVE,31-May-17
11724,"100 University Av, Toronto",Toronto,181813,ACTIVE,24-Aug-17
11725,"100 University Av, Toronto",Toronto,181817,ACTIVE,24-Aug-17
11726,"100 University Av, Toronto",Toronto,181818,ACTIVE,24-Aug-17
11727,"100 University Av, Toronto",Toronto,181820,ACTIVE,24-Aug-17
11728,"100 University Av, Toronto",Toronto,181822,ACTIVE,24-Aug-17
11729,"100 University Av, Toronto",Toronto,181825,ACTIVE,24-Aug-17
1173,"Sir Adam Beck Gen Station, Niagara Falls",Niagara Falls,EDLIC-001173,ACTIVE,31-May-17
11730,"100 University Av, Toronto",Toronto,181827,ACTIVE,24-Aug-17
11736,"70 Heath St W, Toronto",Toronto,200521,ACTIVE,08-Oct-17
11740,"357 Bay St, Toronto",Toronto,190023,ACTIVE,31-Jul-17
11741,"357 Bay St, Toronto",Toronto,190024,ACTIVE,31-Jul-17
11742,"357 Bay St, Toronto",Toronto,190025,ACTIVE,31-Jul-17
11747,"210 Dundas St W, Toronto",Toronto,189690,ACTIVE,22-Feb-17
11748,"210 Dundas St W, Toronto",Toronto,189692,ACTIVE,22-Feb-17
11749,"481 University Ave, Toronto",Toronto,189681,ACTIVE,22-Feb-17
1175,"Sir Adam Beck Gen Station, Niagara Falls",Niagara Falls,EDLIC-001175,ACTIVE,01-Mar-17
11750,"481 University Ave, Toronto",Toronto,189683,ACTIVE,22-Feb-17
11751,"481 University Ave, Toronto",Toronto,189684,ACTIVE,22-Feb-17
11752,"481 University Ave, Toronto",Toronto,189685,ACTIVE,22-Feb-17
11753,"360 Bay St, Toronto",Toronto,185890,ACTIVE,31-Jul-17
11754,"360 Bay St, Toronto",Toronto,185891,ACTIVE,31-Jul-17
11755,"360 Bay St, Toronto",Toronto,185892,ACTIVE,31-Jul-17
11760,"246 Bloor St W, Toronto",Toronto,EDLIC-011760,ACTIVE,04-Jun-17
11761,"246 Bloor St W, Toronto",Toronto,EDLIC-011761,ACTIVE,15-Jul-17
11769,"1214 Queen St W, Toronto",Toronto,EDLIC-011769,ACTIVE,15-Apr-17
11770,"530 Kingston Rd, Toronto",Toronto,EDLIC-011770,ACTIVE,15-Sep-17
11771,"451 Bloor St E, Toronto",Toronto,EDLIC-011771,ACTIVE,15-Apr-17
11772,"2730 Yonge St, Toronto",Toronto,EDLIC-011772,ACTIVE,15-Oct-17
11773,"2837 Yonge St, Toronto",Toronto,202512,ACTIVE,26-Nov-17
11778,"165 Jameson Ave, Toronto",Toronto,EDLIC-011778,ACTIVE,15-Nov-17
11779,"165 Jameson Ave, Toronto",Toronto,EDLIC-011779,ACTIVE,15-Nov-17
11780,"150 Dowling Ave, Toronto",Toronto,206768,ACTIVE,13-Mar-17
11784,"80 Heath St W, Toronto",Toronto,200523,ACTIVE,08-Oct-17
11785,"90 Heath St W, Toronto",Toronto,200524,ACTIVE,08-Oct-17
11786,"2000 Bloor St W, Toronto",Toronto,EDLIC-011786,ACTIVE,15-May-17
11791,"130 Jameson Ave, Toronto",Toronto,EDLIC-011791,ACTIVE,15-Feb-17
11792,"130 Jameson Ave, Toronto",Toronto,EDLIC-011792,ACTIVE,15-Feb-17
11793,"25 Leonard Av, Toronto",Toronto,EDLIC-011793,ACTIVE,15-Oct-17
11794,"366 Bay St, Toronto",Toronto,185879,ACTIVE,31-Jul-17
11795,"366 Bay St, Toronto",Toronto,185876,ACTIVE,31-Jul-17
11796,"366 Bay St, Toronto",Toronto,185880,ACTIVE,31-Jul-17
11797,"95 Jameson Ave, Toronto",Toronto,229198,ACTIVE,21-May-17
11798,"135 Lawton Blvd, Toronto",Toronto,EDLIC-011798,ACTIVE,15-Dec-16
11799,"64 Wellesley St East, Toronto",Toronto,169065,ACTIVE,03-Nov-17
11800,"125 Jameson Ave, Toronto",Toronto,EDLIC-011800,ACTIVE,15-Mar-17
11802,"717 Pape Av, Toronto",Toronto,EDLIC-011802,ACTIVE,15-Jul-17
11803,"3 Broadway Ave, Toronto",Toronto,200082,ACTIVE,25-Sep-17
11804,"135 Keewatin Av, Toronto",Toronto,EDLIC-011804,ACTIVE,15-May-17
11806,"575 Avenue Rd, Toronto",Toronto,EDLIC-011806,ACTIVE,15-Sep-17
11811,"828 Kingston Rd, Toronto",Toronto,EDLIC-011811,ACTIVE,15-Sep-17
11812,"828 Kingston Rd, Toronto",Toronto,EDLIC-011812,ACTIVE,15-Sep-17
11814,"50 Oxton Ave, Toronto",Toronto,245568,ACTIVE,15-Oct-17
11815,"133 Broadway Ave, Toronto",Toronto,EDLIC-011815,ACTIVE,15-Sep-17
11819,"144 Bloor St W, Toronto",Toronto,EDLIC-011819,ACTIVE,15-Jul-17
11820,"144 Bloor St W, Toronto",Toronto,EDLIC-011820,ACTIVE,15-Jul-17
11827,"555 University Ave, Toronto",Toronto,EDLIC-011827,ACTIVE,15-Oct-17
11828,"555 University Ave, Toronto",Toronto,EDLIC-011828,ACTIVE,15-Oct-17
11829,"555 University Ave, Toronto",Toronto,EDLIC-011829,ACTIVE,15-Oct-17
11830,"555 University Ave, Toronto",Toronto,EDLIC-011830,ACTIVE,15-Oct-17
11843,"1525 Dundas St W, Toronto",Toronto,EDLIC-011843,ACTIVE,15-Sep-17
11844,"1525 Dundas St W, Toronto",Toronto,EDLIC-011844,ACTIVE,15-Sep-17
11849,"20 Victoria St, Toronto",Toronto,168395,ACTIVE,09-Jun-17
11850,"20 Victoria St, Toronto",Toronto,168396,ACTIVE,11-Aug-17
11851,"20 Victoria St, Toronto",Toronto,168397,ACTIVE,15-May-17
11864,"90 Sherbourne St, Toronto",Toronto,249291,ACTIVE,15-Jun-17
11870,"160 Springhurst Ave, Toronto",Toronto,EDLIC-011870,ACTIVE,15-Oct-17
11872,"229 College St, Toronto",Toronto,EDLIC-011872,ACTIVE,15-Oct-17
11873,"146 Dowling Ave, Toronto",Toronto,193317,ACTIVE,15-Mar-17
11874,"4 Latimer Av, Toronto",Toronto,EDLIC-011874,PENDING_RENEWAL,15-Mar-17
11875,"8 Hawthorn Av, Toronto",Toronto,EDLIC-011875,ACTIVE,15-Mar-17
11877,"111 Lawton Blvd, Toronto",Toronto,261591,ACTIVE,23-Feb-17
11878,"111 Lawton Blvd, Toronto",Toronto,261590,ACTIVE,23-Feb-17
11879,"49 St Clair Ave W, Toronto",Toronto,EDLIC-011879,ACTIVE,15-Dec-16
11881,"2 Glen Elm Ave, Toronto",Toronto,EDLIC-011881,ACTIVE,15-Nov-17
11882,"140 Springhurst Ave, Toronto",Toronto,224552,PENDING_RENEWAL,27-Feb-17
11888,"110 Adelaide St E, Toronto",Toronto,201422,ACTIVE,28-Oct-17
11889,"65 Keewatin Ave, Toronto",Toronto,EDLIC-011889,ACTIVE,15-May-17
11891,"66 Spadina Rd, Toronto",Toronto,EDLIC-011891,ACTIVE,15-Jan-17
11892,"66 Spadina Rd, Toronto",Toronto,EDLIC-011892,ACTIVE,15-Jan-17
11893,"4 Sherbourne St N, Toronto",Toronto,EDLIC-011893,ACTIVE,15-Jul-17
11894,"21 Dale Ave, Toronto",Toronto,EDLIC-011894,ACTIVE,15-Jul-17
11895,"21 Dale Ave, Toronto",Toronto,EDLIC-011895,ACTIVE,15-Jul-17
11896,"21 Dale Ave, Toronto",Toronto,EDLIC-011896,ACTIVE,15-Jul-17
11897,"21 Dale Ave, Toronto",Toronto,EDLIC-011897,ACTIVE,15-Jul-17
11898,"21 Dale Ave, Toronto",Toronto,EDLIC-011898,ACTIVE,15-Jul-17
11899,"21 Dale Ave, Toronto",Toronto,EDLIC-011899,ACTIVE,15-Jul-17
119,"130 Queen St W, Toronto",Toronto,170150,ACTIVE,28-Nov-17
11900,"21 Dale Ave, Toronto",Toronto,EDLIC-011900,ACTIVE,15-Jul-17
11901,"234 Eglinton Ave E, Toronto",Toronto,200254,ACTIVE,05-May-17
11902,"234 Eglinton Ave E, Toronto",Toronto,EDLIC-011902,ACTIVE,26-Feb-17
11903,"1430 King St W, Toronto",Toronto,EDLIC-011903,ACTIVE,15-Apr-17
11904,"7 Dundas Sq, Toronto",Toronto,EDLIC-011904,ACTIVE,15-Jul-17
11905,"475 Yonge St, Toronto",Toronto,212108,ACTIVE,30-May-17
11906,"475 Yonge St, Toronto",Toronto,212110,ACTIVE,30-May-17
11907,"475 Yonge St, Toronto",Toronto,212111,ACTIVE,30-May-17
11908,"475 Yonge St, Toronto",Toronto,212113,ACTIVE,30-May-17
1191,"16 Edward St S, Arnprior",Arnprior,EDLIC-001191,ACTIVE,15-Nov-17
11910,"14 Deer Park Cres, Toronto",Toronto,EDLIC-011910,ACTIVE,15-Oct-17
11911,"47 Spencer Ave, Toronto",Toronto,266382,ACTIVE,23-May-17
11912,"170 Erskine Av, Toronto",Toronto,EDLIC-011912,ACTIVE,15-Jul-17
11915,"1621 Queen St W, Toronto",Toronto,EDLIC-011915,ACTIVE,15-Aug-17
11917,"410 Adelaide St W, Toronto",Toronto,265542,ACTIVE,15-Dec-16
11919,"28 Broadway Ave, Toronto",Toronto,EDLIC-011919,ACTIVE,15-Sep-17
1192,"16 Edward St S, Arnprior",Arnprior,EDLIC-001192,ACTIVE,15-Nov-17
11921,"1691 Gerrard St E, Toronto",Toronto,251178,ACTIVE,15-Aug-17
11922,"85 Wellesley St E, Toronto",Toronto,EDLIC-011922,ACTIVE,15-Oct-17
11923,"85 Wellesley St E, Toronto",Toronto,EDLIC-011923,ACTIVE,15-Oct-17
11924,"107 Redpath Ave, Toronto",Toronto,EDLIC-011924,ACTIVE,15-Feb-17
11931,"312 Adelaide St W, Toronto",Toronto,EDLIC-011931,ACTIVE,15-Sep-17
11933,"16 Saint Joseph St, Toronto",Toronto,241878,ACTIVE,16-Sep-17
11937,"99 Tyndall Ave, Toronto",Toronto,250260,ACTIVE,06-Jul-17
11938,"59 Adelaide St E, Toronto",Toronto,EDLIC-011938,ACTIVE,15-Jun-17
11939,"55 Eglinton Av E, Toronto",Toronto,EDLIC-011939,ACTIVE,15-Apr-17
1194,"87 7Th, Street, Chesley",Chesley,EDLIC-001194,ACTIVE,15-Sep-17
11940,"55 Eglinton Av E, Toronto",Toronto,EDLIC-011940,ACTIVE,15-Apr-17
11941,"55 Eglinton Av E, Toronto",Toronto,EDLIC-011941,ACTIVE,15-Apr-17
11949,"70 Saint Mary St, Toronto",Toronto,217059,ACTIVE,27-Aug-17
11950,"200 Adelaide St W, Toronto",Toronto,EDLIC-011950,ACTIVE,15-Oct-17
11951,"59 Spadina Rd, Toronto",Toronto,EDLIC-011951,ACTIVE,15-Jan-17
11959,"259 Spadina Ave, Toronto",Toronto,EDLIC-011959,ACTIVE,15-May-17
11961,"70 Bond St, Toronto",Toronto,EDLIC-011961,ACTIVE,15-Sep-17
11962,"144 Front St W, Toronto",Toronto,EDLIC-011962,ACTIVE,15-Dec-16
11963,"585 Avenue Rd, Toronto",Toronto,EDLIC-011963,ACTIVE,15-Oct-17
11964,"5 Mallory Gdns, Toronto",Toronto,EDLIC-011964,ACTIVE,28-May-17
11965,"200 Bloor St E, Toronto",Toronto,EDLIC-011965,ACTIVE,15-May-17
11966,"200 Bloor St E, Toronto",Toronto,EDLIC-011966,ACTIVE,15-May-17
11967,"200 Bloor St E, Toronto",Toronto,EDLIC-011967,ACTIVE,15-May-17
11968,"200 Bloor St E, Toronto",Toronto,EDLIC-011968,ACTIVE,15-May-17
11969,"200 Bloor St E, Toronto",Toronto,EDLIC-011969,ACTIVE,07-Dec-16
11971,"888 Yonge St, Toronto",Toronto,214536,ACTIVE,16-Jul-17
11972,"888 Yonge St, Toronto",Toronto,214537,ACTIVE,16-Jul-17
11979,"688 Coxwell Ave, Toronto",Toronto,EDLIC-011979,ACTIVE,15-Dec-16
11981,"170 University Ave, Toronto",Toronto,232384,ACTIVE,15-Apr-17
11982,"170 University Ave, Toronto",Toronto,232386,ACTIVE,15-Apr-17
11983,"170 University Ave, Toronto",Toronto,232387,ACTIVE,15-Apr-17
11984,"20 Camden St, Toronto",Toronto,EDLIC-011984,ACTIVE,15-Mar-17
11987,"49 Glen Elm Ave, Toronto",Toronto,165233,ACTIVE,15-Jan-17
11988,"206 Saint George St, Toronto",Toronto,EDLIC-011988,ACTIVE,15-Sep-17
11989,"206 Saint George St, Toronto",Toronto,EDLIC-011989,ACTIVE,15-Sep-17
12006,"150 St Clair Ave W, Toronto",Toronto,199736,ACTIVE,15-Nov-17
12007,"150 St Clair Ave W, Toronto",Toronto,198339,ACTIVE,15-Nov-17
12019,"190 Colin Ave, Toronto",Toronto,EDLIC-012019,ACTIVE,15-Nov-17
12021,125 Lawton Blvd Suite 1101 Toronto,Toronto,EDLIC-012021,ACTIVE,15-Dec-16
12022,125 Lawton Blvd Suite 1101 Toronto,Toronto,EDLIC-012022,ACTIVE,15-Dec-16
12025,"83 Elm Av, Toronto",Toronto,EDLIC-012025,ACTIVE,15-Jan-17
12027,"45 Glen Rd, Toronto",Toronto,EDLIC-012027,ACTIVE,15-Jan-17
12028,"37 Oriole Rd, Toronto",Toronto,EDLIC-012028,ACTIVE,15-Apr-17
1203,"488 Dupont St, Toronto",Toronto,EDLIC-001203,ACTIVE,15-Nov-17
12031,"1 Oriole Rd, Toronto",Toronto,EDLIC-012031,ACTIVE,15-Apr-17
12038,"64 St Clair Ave W, Toronto",Toronto,229108,ACTIVE,15-Jul-17
12039,"64 St Clair Ave W, Toronto",Toronto,229109,ACTIVE,15-Jul-17
12040,"172 Sherwood Ave, Toronto",Toronto,264867,ACTIVE,26-Apr-17
12041,"550 University Ave, Toronto",Toronto,EDLIC-012041,ACTIVE,15-Feb-17
12042,"550 University Ave, Toronto",Toronto,EDLIC-012042,ACTIVE,15-Feb-17
12043,"550 University Ave, Toronto",Toronto,EDLIC-012043,ACTIVE,15-Feb-17
12044,"550 University Ave, Toronto",Toronto,EDLIC-012044,ACTIVE,15-Feb-17
12045,"550 University Ave, Toronto",Toronto,EDLIC-012045,ACTIVE,15-Feb-17
12047,"67 Adelaide St E, Toronto",Toronto,EDLIC-012047,ACTIVE,01-Jan-17
12049,"149 College Street, Toronto",Toronto,EDLIC-012049,ACTIVE,31-Aug-17
12051,"311 Jarvis St, Toronto",Toronto,170165,ACTIVE,28-Nov-17
12057,"19 Lascelles Blvd, Toronto",Toronto,EDLIC-012057,ACTIVE,15-Jun-17
12058,"19 Lascelles Blvd, Toronto",Toronto,EDLIC-012058,ACTIVE,15-Jun-17
12064,"20 West Lodge Ave, Toronto",Toronto,EDLIC-012064,ACTIVE,15-Sep-17
12065,"25 West Lodge Av, Toronto",Toronto,EDLIC-012065,ACTIVE,15-Sep-17
12069,"120 Oriole Pkwy, Toronto",Toronto,EDLIC-012069,ACTIVE,15-Oct-17
12070,"620 Avenue Rd, Toronto",Toronto,EDLIC-012070,ACTIVE,15-Sep-17
12071,"303 Bay St, Toronto",Toronto,EDLIC-012071,ACTIVE,15-Dec-16
12073,"223 College St, Toronto",Toronto,EDLIC-012073,ACTIVE,15-Jul-17
12078,"87 Jameson Ave, Toronto",Toronto,210899,ACTIVE,15-May-17
12079,"87 Jameson Ave, Toronto",Toronto,210900,ACTIVE,15-May-17
12080,"93 Edgewood Av, Toronto",Toronto,EDLIC-012080,ACTIVE,15-Sep-17
12081,"95 Lawton Blvd, Toronto",Toronto,EDLIC-012081,ACTIVE,15-Dec-16
12082,"95 Lawton Blvd, Toronto",Toronto,EDLIC-012082,ACTIVE,15-Dec-16
12086,"262 Jarvis St, Toronto",Toronto,EDLIC-012086,ACTIVE,15-Feb-17
12087,"1 Benvenuto Pl, Toronto",Toronto,EDLIC-012087,ACTIVE,15-Jun-17
12088,"1 Benvenuto Pl, Toronto",Toronto,EDLIC-012088,ACTIVE,15-Jun-17
12094,"462 Wellington St W, Toronto",Toronto,269880,PENDING_RENEWAL,26-Jul-17
12095,"31 Spencer Ave, Toronto",Toronto,EDLIC-012095,ACTIVE,15-Apr-17
12096,"29 Spencer Ave, Toronto",Toronto,EDLIC-012096,ACTIVE,15-Jan-17
12097,"375 Merton St, Toronto",Toronto,EDLIC-012097,ACTIVE,15-Jan-17
12098,"267 Saint George St, Toronto",Toronto,EDLIC-012098,ACTIVE,15-Mar-17
12099,"267 Saint George St, Toronto",Toronto,EDLIC-012099,ACTIVE,15-Mar-17
12108,"96 Jameson Ave, Toronto",Toronto,EDLIC-012108,ACTIVE,15-May-17
